date,car_type,geo,total_trips
2017-02-16,Yellow taxis,manhattan_hub,235999.0
2017-02-16,Yellow taxis,outer_boroughs_ex_airports,8218.0
2017-02-16,Yellow taxis,total,368289.0
2017-02-17,Gett,airports,0.0
2017-02-17,Gett,manhattan,0.0
2017-02-17,Gett,manhattan_hub,0.0
2017-02-17,Gett,outer_boroughs_ex_airports,0.0
2017-02-17,Gett,total,11383.0
2017-02-17,Green taxis,airports,9.0
2017-02-17,Green taxis,manhattan,13842.0
2017-02-17,Green taxis,manhattan_hub,22.0
2017-02-17,Green taxis,outer_boroughs_ex_airports,26830.0
2017-02-17,Green taxis,total,40751.0
2017-02-17,Juno,airports,0.0
2017-02-17,Juno,manhattan,0.0
2017-02-17,Juno,manhattan_hub,0.0
2017-02-17,Juno,outer_boroughs_ex_airports,0.0
2017-02-17,Juno,total,26546.0
2017-02-17,Lyft,airports,2248.0
2017-02-17,Lyft,manhattan,24850.0
2017-02-17,Lyft,manhattan_hub,17881.0
2017-02-17,Lyft,outer_boroughs_ex_airports,33686.0
2017-02-17,Lyft,total,60792.0
2017-02-17,Non-app FHVs,airports,116.0
2017-02-17,Non-app FHVs,manhattan,350.0
2017-02-17,Non-app FHVs,manhattan_hub,176.0
2017-02-17,Non-app FHVs,outer_boroughs_ex_airports,6484.0
2017-02-17,Non-app FHVs,total,111251.0
2017-02-17,Uber,airports,10469.0
2017-02-17,Uber,manhattan,157964.0
2017-02-17,Uber,manhattan_hub,118831.0
2017-02-17,Uber,outer_boroughs_ex_airports,114120.0
2017-02-17,Uber,total,283221.0
2017-02-17,Via,airports,79.0
2017-02-17,Via,manhattan,26143.0
2017-02-17,Via,manhattan_hub,14857.0
2017-02-17,Via,outer_boroughs_ex_airports,397.0
2017-02-17,Via,total,26642.0
2017-02-17,Yellow taxis,airports,15901.0
2017-02-17,Yellow taxis,manhattan,324299.0
2017-02-17,Yellow taxis,manhattan_hub,228926.0
2017-02-17,Yellow taxis,outer_boroughs_ex_airports,8391.0
2017-02-17,Yellow taxis,total,355306.0
2017-02-18,Gett,airports,0.0
2017-02-18,Gett,manhattan,0.0
2017-02-18,Gett,manhattan_hub,0.0
2017-02-18,Gett,outer_boroughs_ex_airports,0.0
2017-02-18,Gett,total,12068.0
2017-02-18,Green taxis,airports,17.0
2017-02-18,Green taxis,manhattan,12434.0
2017-02-18,Green taxis,manhattan_hub,12.0
2017-02-18,Green taxis,outer_boroughs_ex_airports,30881.0
2017-02-18,Green taxis,total,43422.0
2017-02-18,Juno,airports,0.0
2017-02-18,Juno,manhattan,0.0
2017-02-18,Juno,manhattan_hub,0.0
2017-02-18,Juno,outer_boroughs_ex_airports,0.0
2017-02-18,Juno,total,27716.0
2017-02-18,Lyft,airports,1487.0
2017-02-18,Lyft,manhattan,29316.0
2017-02-18,Lyft,manhattan_hub,21371.0
2017-02-18,Lyft,outer_boroughs_ex_airports,41168.0
2017-02-18,Lyft,total,71988.0
2017-02-18,Non-app FHVs,airports,45.0
2017-02-18,Non-app FHVs,manhattan,121.0
2017-02-18,Non-app FHVs,manhattan_hub,64.0
2017-02-18,Non-app FHVs,outer_boroughs_ex_airports,5462.0
2017-02-18,Non-app FHVs,total,92055.0
2017-02-18,Uber,airports,5775.0
2017-02-18,Uber,manhattan,161544.0
2017-02-18,Uber,manhattan_hub,122791.0
2017-02-18,Uber,outer_boroughs_ex_airports,126723.0
2017-02-18,Uber,total,294758.0
2017-02-18,Via,airports,67.0
2017-02-18,Via,manhattan,14827.0
2017-02-18,Via,manhattan_hub,8466.0
2017-02-18,Via,outer_boroughs_ex_airports,512.0
2017-02-18,Via,total,15424.0
2017-02-18,Yellow taxis,airports,9527.0
2017-02-18,Yellow taxis,manhattan,301198.0
2017-02-18,Yellow taxis,manhattan_hub,225012.0
2017-02-18,Yellow taxis,outer_boroughs_ex_airports,10153.0
2017-02-18,Yellow taxis,total,326370.0
2017-02-19,Gett,airports,0.0
2017-02-19,Gett,manhattan,0.0
2017-02-19,Gett,manhattan_hub,0.0
2017-02-19,Gett,outer_boroughs_ex_airports,0.0
2017-02-19,Gett,total,10693.0
2017-02-19,Green taxis,airports,7.0
2017-02-19,Green taxis,manhattan,9988.0
2017-02-19,Green taxis,manhattan_hub,31.0
2017-02-19,Green taxis,outer_boroughs_ex_airports,27708.0
2017-02-19,Green taxis,total,37764.0
2017-02-19,Juno,airports,0.0
2017-02-19,Juno,manhattan,0.0
2017-02-19,Juno,manhattan_hub,0.0
2017-02-19,Juno,outer_boroughs_ex_airports,0.0
2017-02-19,Juno,total,24271.0
2017-02-19,Lyft,airports,1880.0
2017-02-19,Lyft,manhattan,23428.0
2017-02-19,Lyft,manhattan_hub,16945.0
2017-02-19,Lyft,outer_boroughs_ex_airports,35016.0
2017-02-19,Lyft,total,60340.0
2017-02-19,Non-app FHVs,airports,51.0
2017-02-19,Non-app FHVs,manhattan,83.0
2017-02-19,Non-app FHVs,manhattan_hub,48.0
2017-02-19,Non-app FHVs,outer_boroughs_ex_airports,4914.0
2017-02-19,Non-app FHVs,total,85436.0
2017-02-19,Uber,airports,6884.0
2017-02-19,Uber,manhattan,142934.0
2017-02-19,Uber,manhattan_hub,108666.0
2017-02-19,Uber,outer_boroughs_ex_airports,120041.0
2017-02-19,Uber,total,270446.0
2017-02-19,Via,airports,122.0
2017-02-19,Via,manhattan,12308.0
2017-02-19,Via,manhattan_hub,7094.0
2017-02-19,Via,outer_boroughs_ex_airports,379.0
2017-02-19,Via,total,12838.0
2017-02-19,Yellow taxis,airports,11635.0
2017-02-19,Yellow taxis,manhattan,272442.0
2017-02-19,Yellow taxis,manhattan_hub,206499.0
2017-02-19,Yellow taxis,outer_boroughs_ex_airports,10560.0
2017-02-19,Yellow taxis,total,299283.0
2017-02-20,Gett,airports,0.0
2017-02-20,Gett,manhattan,0.0
2017-02-20,Gett,manhattan_hub,0.0
2017-02-20,Gett,outer_boroughs_ex_airports,0.0
2017-02-20,Gett,total,7791.0
2017-02-20,Green taxis,airports,16.0
2017-02-20,Green taxis,manhattan,9490.0
2017-02-20,Green taxis,manhattan_hub,22.0
2017-02-20,Green taxis,outer_boroughs_ex_airports,20597.0
2017-02-20,Green taxis,total,30157.0
2017-02-20,Juno,airports,0.0
2017-02-20,Juno,manhattan,0.0
2017-02-20,Juno,manhattan_hub,0.0
2017-02-20,Juno,outer_boroughs_ex_airports,0.0
2017-02-20,Juno,total,19628.0
2017-02-20,Lyft,airports,2708.0
2017-02-20,Lyft,manhattan,20040.0
2017-02-20,Lyft,manhattan_hub,14035.0
2017-02-20,Lyft,outer_boroughs_ex_airports,28264.0
2017-02-20,Lyft,total,51024.0
2017-02-20,Non-app FHVs,airports,100.0
2017-02-20,Non-app FHVs,manhattan,158.0
2017-02-20,Non-app FHVs,manhattan_hub,98.0
2017-02-20,Non-app FHVs,outer_boroughs_ex_airports,4922.0
2017-02-20,Non-app FHVs,total,78098.0
2017-02-20,Uber,airports,12437.0
2017-02-20,Uber,manhattan,110701.0
2017-02-20,Uber,manhattan_hub,82145.0
2017-02-20,Uber,outer_boroughs_ex_airports,89365.0
2017-02-20,Uber,total,213049.0
2017-02-20,Via,airports,233.0
2017-02-20,Via,manhattan,15295.0
2017-02-20,Via,manhattan_hub,8562.0
2017-02-20,Via,outer_boroughs_ex_airports,308.0
2017-02-20,Via,total,15889.0
2017-02-20,Yellow taxis,airports,17771.0
2017-02-20,Yellow taxis,manhattan,232066.0
2017-02-20,Yellow taxis,manhattan_hub,168628.0
2017-02-20,Yellow taxis,outer_boroughs_ex_airports,7800.0
2017-02-20,Yellow taxis,total,262088.0
2017-02-21,Gett,airports,0.0
2017-02-21,Gett,manhattan,0.0
2017-02-21,Gett,manhattan_hub,0.0
2017-02-21,Gett,outer_boroughs_ex_airports,0.0
2017-02-21,Gett,total,7932.0
2017-02-21,Green taxis,airports,16.0
2017-02-21,Green taxis,manhattan,10670.0
2017-02-21,Green taxis,manhattan_hub,15.0
2017-02-21,Green taxis,outer_boroughs_ex_airports,18844.0
2017-02-21,Green taxis,total,29603.0
2017-02-21,Juno,airports,0.0
2017-02-21,Juno,manhattan,0.0
2017-02-21,Juno,manhattan_hub,0.0
2017-02-21,Juno,outer_boroughs_ex_airports,0.0
2017-02-21,Juno,total,20786.0
2017-02-21,Lyft,airports,2148.0
2017-02-21,Lyft,manhattan,18550.0
2017-02-21,Lyft,manhattan_hub,13208.0
2017-02-21,Lyft,outer_boroughs_ex_airports,24047.0
2017-02-21,Lyft,total,44755.0
2017-02-21,Non-app FHVs,airports,72.0
2017-02-21,Non-app FHVs,manhattan,343.0
2017-02-21,Non-app FHVs,manhattan_hub,211.0
2017-02-21,Non-app FHVs,outer_boroughs_ex_airports,5850.0
2017-02-21,Non-app FHVs,total,95858.0
2017-02-21,Uber,airports,10860.0
2017-02-21,Uber,manhattan,116245.0
2017-02-21,Uber,manhattan_hub,87208.0
2017-02-21,Uber,outer_boroughs_ex_airports,82085.0
2017-02-21,Uber,total,209674.0
2017-02-21,Via,airports,147.0
2017-02-21,Via,manhattan,23731.0
2017-02-21,Via,manhattan_hub,13617.0
2017-02-21,Via,outer_boroughs_ex_airports,292.0
2017-02-21,Via,total,24195.0
2017-02-21,Yellow taxis,airports,16535.0
2017-02-21,Yellow taxis,manhattan,267422.0
2017-02-21,Yellow taxis,manhattan_hub,188785.0
2017-02-21,Yellow taxis,outer_boroughs_ex_airports,5899.0
2017-02-21,Yellow taxis,total,295482.0
2017-02-22,Gett,airports,0.0
2017-02-22,Gett,manhattan,0.0
2017-02-22,Gett,manhattan_hub,0.0
2017-02-22,Gett,outer_boroughs_ex_airports,0.0
2017-02-22,Gett,total,8307.0
2017-02-22,Green taxis,airports,10.0
2017-02-22,Green taxis,manhattan,11675.0
2017-02-22,Green taxis,manhattan_hub,22.0
2017-02-22,Green taxis,outer_boroughs_ex_airports,19901.0
2017-02-22,Green taxis,total,31636.0
2017-02-22,Juno,airports,0.0
2017-02-22,Juno,manhattan,0.0
2017-02-22,Juno,manhattan_hub,0.0
2017-02-22,Juno,outer_boroughs_ex_airports,0.0
2017-02-22,Juno,total,22282.0
2017-02-22,Lyft,airports,1748.0
2017-02-22,Lyft,manhattan,19375.0
2017-02-22,Lyft,manhattan_hub,13806.0
2017-02-22,Lyft,outer_boroughs_ex_airports,24743.0
2017-02-22,Lyft,total,45883.0
2017-02-22,Non-app FHVs,airports,89.0
2017-02-22,Non-app FHVs,manhattan,364.0
2017-02-22,Non-app FHVs,manhattan_hub,230.0
2017-02-22,Non-app FHVs,outer_boroughs_ex_airports,6085.0
2017-02-22,Non-app FHVs,total,100217.0
2017-02-22,Uber,airports,8954.0
2017-02-22,Uber,manhattan,125778.0
2017-02-22,Uber,manhattan_hub,94327.0
2017-02-22,Uber,outer_boroughs_ex_airports,83998.0
2017-02-22,Uber,total,219267.0
2017-02-22,Via,airports,97.0
2017-02-22,Via,manhattan,24919.0
2017-02-22,Via,manhattan_hub,13953.0
2017-02-22,Via,outer_boroughs_ex_airports,299.0
2017-02-22,Via,total,25334.0
2017-02-22,Yellow taxis,airports,14685.0
2017-02-22,Yellow taxis,manhattan,288954.0
2017-02-22,Yellow taxis,manhattan_hub,202668.0
2017-02-22,Yellow taxis,outer_boroughs_ex_airports,6426.0
2017-02-22,Yellow taxis,total,314883.0
2017-02-23,Gett,airports,0.0
2017-02-23,Gett,manhattan,0.0
2017-02-23,Gett,manhattan_hub,0.0
2017-02-23,Gett,outer_boroughs_ex_airports,0.0
2017-02-23,Gett,total,9064.0
2017-02-23,Green taxis,airports,9.0
2017-02-23,Green taxis,manhattan,12521.0
2017-02-23,Green taxis,manhattan_hub,25.0
2017-02-23,Green taxis,outer_boroughs_ex_airports,22916.0
2017-02-23,Green taxis,total,35537.0
2017-02-23,Juno,airports,0.0
2017-02-23,Juno,manhattan,0.0
2017-02-23,Juno,manhattan_hub,0.0
2017-02-23,Juno,outer_boroughs_ex_airports,0.0
2017-02-23,Juno,total,23818.0
2017-02-23,Lyft,airports,1899.0
2017-02-23,Lyft,manhattan,21690.0
2017-02-23,Lyft,manhattan_hub,15523.0
2017-02-23,Lyft,outer_boroughs_ex_airports,29305.0
2017-02-23,Lyft,total,52903.0
2017-02-23,Non-app FHVs,airports,80.0
2017-02-23,Non-app FHVs,manhattan,419.0
2017-02-23,Non-app FHVs,manhattan_hub,246.0
2017-02-23,Non-app FHVs,outer_boroughs_ex_airports,6486.0
2017-02-23,Non-app FHVs,total,105796.0
2017-02-23,Uber,airports,10109.0
2017-02-23,Uber,manhattan,137854.0
2017-02-23,Uber,manhattan_hub,104482.0
2017-02-23,Uber,outer_boroughs_ex_airports,91307.0
2017-02-23,Uber,total,239859.0
2017-02-23,Via,airports,75.0
2017-02-23,Via,manhattan,24562.0
2017-02-23,Via,manhattan_hub,13762.0
2017-02-23,Via,outer_boroughs_ex_airports,317.0
2017-02-23,Via,total,24972.0
2017-02-23,Yellow taxis,airports,15948.0
2017-02-23,Yellow taxis,manhattan,307115.0
2017-02-23,Yellow taxis,manhattan_hub,216473.0
2017-02-23,Yellow taxis,outer_boroughs_ex_airports,7344.0
2017-02-23,Yellow taxis,total,335057.0
2017-02-24,Gett,airports,0.0
2017-02-24,Gett,manhattan,0.0
2017-02-24,Gett,manhattan_hub,0.0
2017-02-24,Gett,outer_boroughs_ex_airports,0.0
2017-02-24,Gett,total,10972.0
2017-02-24,Green taxis,airports,18.0
2017-02-24,Green taxis,manhattan,13867.0
2017-02-24,Green taxis,manhattan_hub,20.0
2017-02-24,Green taxis,outer_boroughs_ex_airports,27150.0
2017-02-24,Green taxis,total,41093.0
2017-02-24,Juno,airports,0.0
2017-02-24,Juno,manhattan,0.0
2017-02-24,Juno,manhattan_hub,0.0
2017-02-24,Juno,outer_boroughs_ex_airports,0.0
2017-02-24,Juno,total,26681.0
2017-02-24,Lyft,airports,2005.0
2017-02-24,Lyft,manhattan,24492.0
2017-02-24,Lyft,manhattan_hub,17409.0
2017-02-24,Lyft,outer_boroughs_ex_airports,33850.0
2017-02-24,Lyft,total,60367.0
2017-02-24,Non-app FHVs,airports,113.0
2017-02-24,Non-app FHVs,manhattan,348.0
2017-02-24,Non-app FHVs,manhattan_hub,195.0
2017-02-24,Non-app FHVs,outer_boroughs_ex_airports,7259.0
2017-02-24,Non-app FHVs,total,109808.0
2017-02-24,Uber,airports,10212.0
2017-02-24,Uber,manhattan,150593.0
2017-02-24,Uber,manhattan_hub,112704.0
2017-02-24,Uber,outer_boroughs_ex_airports,108111.0
2017-02-24,Uber,total,269620.0
2017-02-24,Via,airports,82.0
2017-02-24,Via,manhattan,23821.0
2017-02-24,Via,manhattan_hub,13367.0
2017-02-24,Via,outer_boroughs_ex_airports,304.0
2017-02-24,Via,total,24234.0
2017-02-24,Yellow taxis,airports,15433.0
2017-02-24,Yellow taxis,manhattan,321538.0
2017-02-24,Yellow taxis,manhattan_hub,226835.0
2017-02-24,Yellow taxis,outer_boroughs_ex_airports,8617.0
2017-02-24,Yellow taxis,total,350666.0
2017-02-25,Gett,airports,0.0
2017-02-25,Gett,manhattan,0.0
2017-02-25,Gett,manhattan_hub,0.0
2017-02-25,Gett,outer_boroughs_ex_airports,0.0
2017-02-25,Gett,total,13851.0
2017-02-25,Green taxis,airports,3.0
2017-02-25,Green taxis,manhattan,13908.0
2017-02-25,Green taxis,manhattan_hub,14.0
2017-02-25,Green taxis,outer_boroughs_ex_airports,34596.0
2017-02-25,Green taxis,total,48587.0
2017-02-25,Juno,airports,0.0
2017-02-25,Juno,manhattan,0.0
2017-02-25,Juno,manhattan_hub,0.0
2017-02-25,Juno,outer_boroughs_ex_airports,0.0
2017-02-25,Juno,total,32325.0
2017-02-25,Lyft,airports,1323.0
2017-02-25,Lyft,manhattan,30689.0
2017-02-25,Lyft,manhattan_hub,21923.0
2017-02-25,Lyft,outer_boroughs_ex_airports,43817.0
2017-02-25,Lyft,total,75848.0
2017-02-25,Non-app FHVs,airports,85.0
2017-02-25,Non-app FHVs,manhattan,123.0
2017-02-25,Non-app FHVs,manhattan_hub,57.0
2017-02-25,Non-app FHVs,outer_boroughs_ex_airports,7539.0
2017-02-25,Non-app FHVs,total,99657.0
2017-02-25,Uber,airports,5491.0
2017-02-25,Uber,manhattan,181957.0
2017-02-25,Uber,manhattan_hub,135263.0
2017-02-25,Uber,outer_boroughs_ex_airports,138278.0
2017-02-25,Uber,total,326546.0
2017-02-25,Via,airports,64.0
2017-02-25,Via,manhattan,18897.0
2017-02-25,Via,manhattan_hub,10818.0
2017-02-25,Via,outer_boroughs_ex_airports,458.0
2017-02-25,Via,total,19439.0
2017-02-25,Yellow taxis,airports,10085.0
2017-02-25,Yellow taxis,manhattan,340735.0
2017-02-25,Yellow taxis,manhattan_hub,243941.0
2017-02-25,Yellow taxis,outer_boroughs_ex_airports,12709.0
2017-02-25,Yellow taxis,total,368391.0
2017-02-26,Gett,airports,0.0
2017-02-26,Gett,manhattan,0.0
2017-02-26,Gett,manhattan_hub,0.0
2017-02-26,Gett,outer_boroughs_ex_airports,0.0
2017-02-26,Gett,total,11257.0
2017-02-26,Green taxis,airports,6.0
2017-02-26,Green taxis,manhattan,11121.0
2017-02-26,Green taxis,manhattan_hub,22.0
2017-02-26,Green taxis,outer_boroughs_ex_airports,28672.0
2017-02-26,Green taxis,total,39860.0
2017-02-26,Juno,airports,0.0
2017-02-26,Juno,manhattan,0.0
2017-02-26,Juno,manhattan_hub,0.0
2017-02-26,Juno,outer_boroughs_ex_airports,0.0
2017-02-26,Juno,total,26742.0
2017-02-26,Lyft,airports,2462.0
2017-02-26,Lyft,manhattan,24221.0
2017-02-26,Lyft,manhattan_hub,17025.0
2017-02-26,Lyft,outer_boroughs_ex_airports,36171.0
2017-02-26,Lyft,total,62867.0
2017-02-26,Non-app FHVs,airports,129.0
2017-02-26,Non-app FHVs,manhattan,103.0
2017-02-26,Non-app FHVs,manhattan_hub,57.0
2017-02-26,Non-app FHVs,outer_boroughs_ex_airports,6227.0
2017-02-26,Non-app FHVs,total,92964.0
2017-02-26,Uber,airports,10427.0
2017-02-26,Uber,manhattan,147464.0
2017-02-26,Uber,manhattan_hub,108103.0
2017-02-26,Uber,outer_boroughs_ex_airports,120115.0
2017-02-26,Uber,total,278677.0
2017-02-26,Via,airports,158.0
2017-02-26,Via,manhattan,14699.0
2017-02-26,Via,manhattan_hub,8293.0
2017-02-26,Via,outer_boroughs_ex_airports,374.0
2017-02-26,Via,total,15271.0
2017-02-26,Yellow taxis,airports,17112.0
2017-02-26,Yellow taxis,manhattan,287097.0
2017-02-26,Yellow taxis,manhattan_hub,205041.0
2017-02-26,Yellow taxis,outer_boroughs_ex_airports,10309.0
2017-02-26,Yellow taxis,total,320321.0
2017-02-27,Gett,airports,0.0
2017-02-27,Gett,manhattan,0.0
2017-02-27,Gett,manhattan_hub,0.0
2017-02-27,Gett,outer_boroughs_ex_airports,0.0
2017-02-27,Gett,total,7867.0
2017-02-27,Green taxis,airports,15.0
2017-02-27,Green taxis,manhattan,11455.0
2017-02-27,Green taxis,manhattan_hub,26.0
2017-02-27,Green taxis,outer_boroughs_ex_airports,21171.0
2017-02-27,Green taxis,total,32696.0
2017-02-27,Juno,airports,0.0
2017-02-27,Juno,manhattan,0.0
2017-02-27,Juno,manhattan_hub,0.0
2017-02-27,Juno,outer_boroughs_ex_airports,0.0
2017-02-27,Juno,total,21855.0
2017-02-27,Lyft,airports,2396.0
2017-02-27,Lyft,manhattan,19156.0
2017-02-27,Lyft,manhattan_hub,13437.0
2017-02-27,Lyft,outer_boroughs_ex_airports,27702.0
2017-02-27,Lyft,total,49266.0
2017-02-27,Non-app FHVs,airports,121.0
2017-02-27,Non-app FHVs,manhattan,407.0
2017-02-27,Non-app FHVs,manhattan_hub,246.0
2017-02-27,Non-app FHVs,outer_boroughs_ex_airports,6598.0
2017-02-27,Non-app FHVs,total,105932.0
2017-02-27,Uber,airports,11418.0
2017-02-27,Uber,manhattan,118962.0
2017-02-27,Uber,manhattan_hub,86844.0
2017-02-27,Uber,outer_boroughs_ex_airports,90811.0
2017-02-27,Uber,total,221795.0
2017-02-27,Via,airports,137.0
2017-02-27,Via,manhattan,25764.0
2017-02-27,Via,manhattan_hub,14146.0
2017-02-27,Via,outer_boroughs_ex_airports,243.0
2017-02-27,Via,total,26175.0
2017-02-27,Yellow taxis,airports,18080.0
2017-02-27,Yellow taxis,manhattan,274242.0
2017-02-27,Yellow taxis,manhattan_hub,188294.0
2017-02-27,Yellow taxis,outer_boroughs_ex_airports,8022.0
2017-02-27,Yellow taxis,total,305715.0
2017-02-28,Gett,airports,0.0
2017-02-28,Gett,manhattan,0.0
2017-02-28,Gett,manhattan_hub,0.0
2017-02-28,Gett,outer_boroughs_ex_airports,0.0
2017-02-28,Gett,total,8358.0
2017-02-28,Green taxis,airports,6.0
2017-02-28,Green taxis,manhattan,11396.0
2017-02-28,Green taxis,manhattan_hub,29.0
2017-02-28,Green taxis,outer_boroughs_ex_airports,20472.0
2017-02-28,Green taxis,total,31954.0
2017-02-28,Juno,airports,0.0
2017-02-28,Juno,manhattan,0.0
2017-02-28,Juno,manhattan_hub,0.0
2017-02-28,Juno,outer_boroughs_ex_airports,0.0
2017-02-28,Juno,total,22660.0
2017-02-28,Lyft,airports,1886.0
2017-02-28,Lyft,manhattan,20249.0
2017-02-28,Lyft,manhattan_hub,14211.0
2017-02-28,Lyft,outer_boroughs_ex_airports,27306.0
2017-02-28,Lyft,total,49448.0
2017-02-28,Non-app FHVs,airports,86.0
2017-02-28,Non-app FHVs,manhattan,436.0
2017-02-28,Non-app FHVs,manhattan_hub,264.0
2017-02-28,Non-app FHVs,outer_boroughs_ex_airports,5657.0
2017-02-28,Non-app FHVs,total,102615.0
2017-02-28,Uber,airports,8604.0
2017-02-28,Uber,manhattan,127003.0
2017-02-28,Uber,manhattan_hub,93964.0
2017-02-28,Uber,outer_boroughs_ex_airports,88369.0
2017-02-28,Uber,total,224518.0
2017-02-28,Via,airports,64.0
2017-02-28,Via,manhattan,20721.0
2017-02-28,Via,manhattan_hub,11108.0
2017-02-28,Via,outer_boroughs_ex_airports,250.0
2017-02-28,Via,total,21044.0
2017-02-28,Yellow taxis,airports,14941.0
2017-02-28,Yellow taxis,manhattan,297728.0
2017-02-28,Yellow taxis,manhattan_hub,204607.0
2017-02-28,Yellow taxis,outer_boroughs_ex_airports,6895.0
2017-02-28,Yellow taxis,total,324364.0
2017-03-01,Gett,airports,0.0
2017-03-01,Gett,manhattan,0.0
2017-03-01,Gett,manhattan_hub,0.0
2017-03-01,Gett,outer_boroughs_ex_airports,0.0
2017-03-01,Gett,total,7455.0
2017-03-01,Green taxis,airports,15.0
2017-03-01,Green taxis,manhattan,10841.0
2017-03-01,Green taxis,manhattan_hub,0.0
2017-03-01,Green taxis,outer_boroughs_ex_airports,20019.0
2017-03-01,Green taxis,total,30933.0
2017-03-01,Juno,airports,0.0
2017-03-01,Juno,manhattan,0.0
2017-03-01,Juno,manhattan_hub,0.0
2017-03-01,Juno,outer_boroughs_ex_airports,0.0
2017-03-01,Juno,total,18639.0
2017-03-01,Lyft,airports,1808.0
2017-03-01,Lyft,manhattan,14451.0
2017-03-01,Lyft,manhattan_hub,9919.0
2017-03-01,Lyft,outer_boroughs_ex_airports,17519.0
2017-03-01,Lyft,total,33787.0
2017-03-01,Non-app FHVs,airports,92.0
2017-03-01,Non-app FHVs,manhattan,268.0
2017-03-01,Non-app FHVs,manhattan_hub,150.0
2017-03-01,Non-app FHVs,outer_boroughs_ex_airports,5878.0
2017-03-01,Non-app FHVs,total,99832.0
2017-03-01,Uber,airports,12239.0
2017-03-01,Uber,manhattan,108146.0
2017-03-01,Uber,manhattan_hub,76896.0
2017-03-01,Uber,outer_boroughs_ex_airports,78900.0
2017-03-01,Uber,total,199725.0
2017-03-01,Via,airports,151.0
2017-03-01,Via,manhattan,25190.0
2017-03-01,Via,manhattan_hub,13654.0
2017-03-01,Via,outer_boroughs_ex_airports,88.0
2017-03-01,Via,total,25487.0
2017-03-01,Yellow taxis,airports,17796.0
2017-03-01,Yellow taxis,manhattan,250406.0
2017-03-01,Yellow taxis,manhattan_hub,164360.0
2017-03-01,Yellow taxis,outer_boroughs_ex_airports,5838.0
2017-03-01,Yellow taxis,total,278099.0
2017-03-02,Gett,airports,0.0
2017-03-02,Gett,manhattan,0.0
2017-03-02,Gett,manhattan_hub,0.0
2017-03-02,Gett,outer_boroughs_ex_airports,0.0
2017-03-02,Gett,total,11419.0
2017-03-02,Green taxis,airports,10.0
2017-03-02,Green taxis,manhattan,14623.0
2017-03-02,Green taxis,manhattan_hub,31.0
2017-03-02,Green taxis,outer_boroughs_ex_airports,28756.0
2017-03-02,Green taxis,total,43485.0
2017-03-02,Juno,airports,0.0
2017-03-02,Juno,manhattan,0.0
2017-03-02,Juno,manhattan_hub,0.0
2017-03-02,Juno,outer_boroughs_ex_airports,0.0
2017-03-02,Juno,total,30202.0
2017-03-02,Lyft,airports,1779.0
2017-03-02,Lyft,manhattan,29295.0
2017-03-02,Lyft,manhattan_hub,21176.0
2017-03-02,Lyft,outer_boroughs_ex_airports,35535.0
2017-03-02,Lyft,total,66625.0
2017-03-02,Non-app FHVs,airports,83.0
2017-03-02,Non-app FHVs,manhattan,319.0
2017-03-02,Non-app FHVs,manhattan_hub,196.0
2017-03-02,Non-app FHVs,outer_boroughs_ex_airports,5751.0
2017-03-02,Non-app FHVs,total,109955.0
2017-03-02,Uber,airports,8996.0
2017-03-02,Uber,manhattan,164024.0
2017-03-02,Uber,manhattan_hub,123190.0
2017-03-02,Uber,outer_boroughs_ex_airports,106941.0
2017-03-02,Uber,total,280583.0
2017-03-02,Via,airports,80.0
2017-03-02,Via,manhattan,28987.0
2017-03-02,Via,manhattan_hub,15888.0
2017-03-02,Via,outer_boroughs_ex_airports,319.0
2017-03-02,Via,total,29406.0
2017-03-02,Yellow taxis,airports,13049.0
2017-03-02,Yellow taxis,manhattan,344674.0
2017-03-02,Yellow taxis,manhattan_hub,238383.0
2017-03-02,Yellow taxis,outer_boroughs_ex_airports,8683.0
2017-03-02,Yellow taxis,total,374712.0
2017-03-03,Gett,airports,0.0
2017-03-03,Gett,manhattan,0.0
2017-03-03,Gett,manhattan_hub,0.0
2017-03-03,Gett,outer_boroughs_ex_airports,0.0
2017-03-03,Gett,total,13036.0
2017-03-03,Green taxis,airports,12.0
2017-03-03,Green taxis,manhattan,15130.0
2017-03-03,Green taxis,manhattan_hub,26.0
2017-03-03,Green taxis,outer_boroughs_ex_airports,30999.0
2017-03-03,Green taxis,total,46212.0
2017-03-03,Juno,airports,0.0
2017-03-03,Juno,manhattan,0.0
2017-03-03,Juno,manhattan_hub,0.0
2017-03-03,Juno,outer_boroughs_ex_airports,0.0
2017-03-03,Juno,total,29627.0
2017-03-03,Lyft,airports,2428.0
2017-03-03,Lyft,manhattan,28103.0
2017-03-03,Lyft,manhattan_hub,20302.0
2017-03-03,Lyft,outer_boroughs_ex_airports,38268.0
2017-03-03,Lyft,total,68815.0
2017-03-03,Non-app FHVs,airports,118.0
2017-03-03,Non-app FHVs,manhattan,403.0
2017-03-03,Non-app FHVs,manhattan_hub,230.0
2017-03-03,Non-app FHVs,outer_boroughs_ex_airports,8676.0
2017-03-03,Non-app FHVs,total,117998.0
2017-03-03,Uber,airports,11069.0
2017-03-03,Uber,manhattan,175599.0
2017-03-03,Uber,manhattan_hub,130356.0
2017-03-03,Uber,outer_boroughs_ex_airports,125451.0
2017-03-03,Uber,total,312931.0
2017-03-03,Via,airports,69.0
2017-03-03,Via,manhattan,27805.0
2017-03-03,Via,manhattan_hub,15403.0
2017-03-03,Via,outer_boroughs_ex_airports,346.0
