date,car_type,geo,total_trips
2017-08-15,Non-app FHVs,manhattan_hub,2117.0
2017-08-15,Non-app FHVs,outer_boroughs_ex_airports,8030.0
2017-08-15,Non-app FHVs,total,84755.0
2017-08-15,Uber,airports,9163.0
2017-08-15,Uber,manhattan,135642.0
2017-08-15,Uber,manhattan_hub,100023.0
2017-08-15,Uber,outer_boroughs_ex_airports,123061.0
2017-08-15,Uber,total,267891.0
2017-08-15,Via,airports,125.0
2017-08-15,Via,manhattan,35064.0
2017-08-15,Via,manhattan_hub,21623.0
2017-08-15,Via,outer_boroughs_ex_airports,1491.0
2017-08-15,Via,total,36712.0
2017-08-15,Yellow taxis,airports,15519.0
2017-08-15,Yellow taxis,manhattan,250003.0
2017-08-15,Yellow taxis,manhattan_hub,177038.0
2017-08-15,Yellow taxis,outer_boroughs_ex_airports,5496.0
2017-08-15,Yellow taxis,total,274507.0
2017-08-16,Gett,airports,0.0
2017-08-16,Gett,manhattan,0.0
2017-08-16,Gett,manhattan_hub,0.0
2017-08-16,Gett,outer_boroughs_ex_airports,0.0
2017-08-16,Gett,total,0.0
2017-08-16,Green taxis,airports,10.0
2017-08-16,Green taxis,manhattan,8864.0
2017-08-16,Green taxis,manhattan_hub,0.0
2017-08-16,Green taxis,outer_boroughs_ex_airports,17294.0
2017-08-16,Green taxis,total,26230.0
2017-08-16,Juno,airports,0.0
2017-08-16,Juno,manhattan,0.0
2017-08-16,Juno,manhattan_hub,0.0
2017-08-16,Juno,outer_boroughs_ex_airports,0.0
2017-08-16,Juno,total,28249.0
2017-08-16,Lyft,airports,2883.0
2017-08-16,Lyft,manhattan,30834.0
2017-08-16,Lyft,manhattan_hub,22029.0
2017-08-16,Lyft,outer_boroughs_ex_airports,38044.0
2017-08-16,Lyft,total,71782.0
2017-08-16,Non-app FHVs,airports,492.0
2017-08-16,Non-app FHVs,manhattan,2691.0
2017-08-16,Non-app FHVs,manhattan_hub,2008.0
2017-08-16,Non-app FHVs,outer_boroughs_ex_airports,7906.0
2017-08-16,Non-app FHVs,total,85015.0
2017-08-16,Uber,airports,9129.0
2017-08-16,Uber,manhattan,135211.0
2017-08-16,Uber,manhattan_hub,100580.0
2017-08-16,Uber,outer_boroughs_ex_airports,123063.0
2017-08-16,Uber,total,267452.0
2017-08-16,Via,airports,87.0
2017-08-16,Via,manhattan,34883.0
2017-08-16,Via,manhattan_hub,21511.0
2017-08-16,Via,outer_boroughs_ex_airports,1576.0
2017-08-16,Via,total,36568.0
2017-08-16,Yellow taxis,airports,15619.0
2017-08-16,Yellow taxis,manhattan,259482.0
2017-08-16,Yellow taxis,manhattan_hub,186549.0
2017-08-16,Yellow taxis,outer_boroughs_ex_airports,5908.0
2017-08-16,Yellow taxis,total,285120.0
2017-08-17,Gett,airports,0.0
2017-08-17,Gett,manhattan,0.0
2017-08-17,Gett,manhattan_hub,0.0
2017-08-17,Gett,outer_boroughs_ex_airports,0.0
2017-08-17,Gett,total,0.0
2017-08-17,Green taxis,airports,16.0
2017-08-17,Green taxis,manhattan,9086.0
2017-08-17,Green taxis,manhattan_hub,1.0
2017-08-17,Green taxis,outer_boroughs_ex_airports,18067.0
2017-08-17,Green taxis,total,27221.0
2017-08-17,Juno,airports,0.0
2017-08-17,Juno,manhattan,0.0
2017-08-17,Juno,manhattan_hub,0.0
2017-08-17,Juno,outer_boroughs_ex_airports,0.0
2017-08-17,Juno,total,29584.0
2017-08-17,Lyft,airports,3225.0
2017-08-17,Lyft,manhattan,33080.0
2017-08-17,Lyft,manhattan_hub,23918.0
2017-08-17,Lyft,outer_boroughs_ex_airports,40286.0
2017-08-17,Lyft,total,76618.0
2017-08-17,Non-app FHVs,airports,579.0
2017-08-17,Non-app FHVs,manhattan,2687.0
2017-08-17,Non-app FHVs,manhattan_hub,2016.0
2017-08-17,Non-app FHVs,outer_boroughs_ex_airports,8358.0
2017-08-17,Non-app FHVs,total,87460.0
2017-08-17,Uber,airports,10366.0
2017-08-17,Uber,manhattan,143653.0
2017-08-17,Uber,manhattan_hub,108136.0
2017-08-17,Uber,outer_boroughs_ex_airports,127370.0
2017-08-17,Uber,total,281423.0
2017-08-17,Via,airports,105.0
2017-08-17,Via,manhattan,35070.0
2017-08-17,Via,manhattan_hub,21607.0
2017-08-17,Via,outer_boroughs_ex_airports,1700.0
2017-08-17,Via,total,36891.0
2017-08-17,Yellow taxis,airports,16209.0
2017-08-17,Yellow taxis,manhattan,264724.0
2017-08-17,Yellow taxis,manhattan_hub,191458.0
2017-08-17,Yellow taxis,outer_boroughs_ex_airports,6106.0
2017-08-17,Yellow taxis,total,291076.0
2017-08-18,Gett,airports,0.0
2017-08-18,Gett,manhattan,0.0
2017-08-18,Gett,manhattan_hub,0.0
2017-08-18,Gett,outer_boroughs_ex_airports,0.0
2017-08-18,Gett,total,0.0
2017-08-18,Green taxis,airports,13.0
2017-08-18,Green taxis,manhattan,10303.0
2017-08-18,Green taxis,manhattan_hub,0.0
2017-08-18,Green taxis,outer_boroughs_ex_airports,20245.0
2017-08-18,Green taxis,total,30629.0
2017-08-18,Juno,airports,0.0
2017-08-18,Juno,manhattan,0.0
2017-08-18,Juno,manhattan_hub,0.0
2017-08-18,Juno,outer_boroughs_ex_airports,0.0
2017-08-18,Juno,total,37314.0
2017-08-18,Lyft,airports,2823.0
2017-08-18,Lyft,manhattan,38071.0
2017-08-18,Lyft,manhattan_hub,27230.0
2017-08-18,Lyft,outer_boroughs_ex_airports,48336.0
2017-08-18,Lyft,total,89249.0
2017-08-18,Non-app FHVs,airports,375.0
2017-08-18,Non-app FHVs,manhattan,1848.0
2017-08-18,Non-app FHVs,manhattan_hub,1285.0
2017-08-18,Non-app FHVs,outer_boroughs_ex_airports,9575.0
2017-08-18,Non-app FHVs,total,90011.0
2017-08-18,Uber,airports,9213.0
2017-08-18,Uber,manhattan,167039.0
2017-08-18,Uber,manhattan_hub,122786.0
2017-08-18,Uber,outer_boroughs_ex_airports,156196.0
2017-08-18,Uber,total,332476.0
2017-08-18,Via,airports,110.0
2017-08-18,Via,manhattan,34933.0
2017-08-18,Via,manhattan_hub,22192.0
2017-08-18,Via,outer_boroughs_ex_airports,1777.0
2017-08-18,Via,total,36849.0
2017-08-18,Yellow taxis,airports,14404.0
2017-08-18,Yellow taxis,manhattan,263371.0
2017-08-18,Yellow taxis,manhattan_hub,191298.0
2017-08-18,Yellow taxis,outer_boroughs_ex_airports,6419.0
2017-08-18,Yellow taxis,total,287746.0
2017-08-19,Gett,airports,0.0
2017-08-19,Gett,manhattan,0.0
2017-08-19,Gett,manhattan_hub,0.0
2017-08-19,Gett,outer_boroughs_ex_airports,0.0
2017-08-19,Gett,total,0.0
2017-08-19,Green taxis,airports,10.0
2017-08-19,Green taxis,manhattan,9024.0
2017-08-19,Green taxis,manhattan_hub,0.0
2017-08-19,Green taxis,outer_boroughs_ex_airports,25597.0
2017-08-19,Green taxis,total,34678.0
2017-08-19,Juno,airports,0.0
2017-08-19,Juno,manhattan,0.0
2017-08-19,Juno,manhattan_hub,0.0
2017-08-19,Juno,outer_boroughs_ex_airports,0.0
2017-08-19,Juno,total,34331.0
2017-08-19,Lyft,airports,2826.0
2017-08-19,Lyft,manhattan,38282.0
2017-08-19,Lyft,manhattan_hub,27464.0
2017-08-19,Lyft,outer_boroughs_ex_airports,55444.0
2017-08-19,Lyft,total,96578.0
2017-08-19,Non-app FHVs,airports,288.0
2017-08-19,Non-app FHVs,manhattan,662.0
2017-08-19,Non-app FHVs,manhattan_hub,394.0
2017-08-19,Non-app FHVs,outer_boroughs_ex_airports,8591.0
2017-08-19,Non-app FHVs,total,77741.0
2017-08-19,Uber,airports,9342.0
2017-08-19,Uber,manhattan,159990.0
2017-08-19,Uber,manhattan_hub,117966.0
2017-08-19,Uber,outer_boroughs_ex_airports,179453.0
2017-08-19,Uber,total,348837.0
2017-08-19,Via,airports,83.0
2017-08-19,Via,manhattan,22213.0
2017-08-19,Via,manhattan_hub,13950.0
2017-08-19,Via,outer_boroughs_ex_airports,1762.0
2017-08-19,Via,total,24094.0
2017-08-19,Yellow taxis,airports,13834.0
2017-08-19,Yellow taxis,manhattan,237534.0
2017-08-19,Yellow taxis,manhattan_hub,177761.0
2017-08-19,Yellow taxis,outer_boroughs_ex_airports,8971.0
2017-08-19,Yellow taxis,total,263458.0
2017-08-20,Gett,airports,0.0
2017-08-20,Gett,manhattan,0.0
2017-08-20,Gett,manhattan_hub,0.0
2017-08-20,Gett,outer_boroughs_ex_airports,0.0
2017-08-20,Gett,total,0.0
2017-08-20,Green taxis,airports,9.0
2017-08-20,Green taxis,manhattan,7735.0
2017-08-20,Green taxis,manhattan_hub,2.0
2017-08-20,Green taxis,outer_boroughs_ex_airports,21479.0
2017-08-20,Green taxis,total,29269.0
2017-08-20,Juno,airports,0.0
2017-08-20,Juno,manhattan,0.0
2017-08-20,Juno,manhattan_hub,0.0
2017-08-20,Juno,outer_boroughs_ex_airports,0.0
2017-08-20,Juno,total,30731.0
2017-08-20,Lyft,airports,3680.0
2017-08-20,Lyft,manhattan,35788.0
2017-08-20,Lyft,manhattan_hub,25770.0
2017-08-20,Lyft,outer_boroughs_ex_airports,49946.0
2017-08-20,Lyft,total,89435.0
2017-08-20,Non-app FHVs,airports,379.0
2017-08-20,Non-app FHVs,manhattan,610.0
2017-08-20,Non-app FHVs,manhattan_hub,365.0
2017-08-20,Non-app FHVs,outer_boroughs_ex_airports,6904.0
2017-08-20,Non-app FHVs,total,69973.0
2017-08-20,Uber,airports,11499.0
2017-08-20,Uber,manhattan,138660.0
2017-08-20,Uber,manhattan_hub,101968.0
2017-08-20,Uber,outer_boroughs_ex_airports,160205.0
2017-08-20,Uber,total,310395.0
2017-08-20,Via,airports,216.0
2017-08-20,Via,manhattan,18832.0
2017-08-20,Via,manhattan_hub,11934.0
2017-08-20,Via,outer_boroughs_ex_airports,1480.0
2017-08-20,Via,total,20584.0
2017-08-20,Yellow taxis,airports,17388.0
2017-08-20,Yellow taxis,manhattan,211145.0
2017-08-20,Yellow taxis,manhattan_hub,160068.0
2017-08-20,Yellow taxis,outer_boroughs_ex_airports,8412.0
2017-08-20,Yellow taxis,total,240126.0
2017-08-21,Gett,airports,0.0
2017-08-21,Gett,manhattan,0.0
2017-08-21,Gett,manhattan_hub,0.0
2017-08-21,Gett,outer_boroughs_ex_airports,0.0
2017-08-21,Gett,total,0.0
2017-08-21,Green taxis,airports,10.0
2017-08-21,Green taxis,manhattan,7927.0
2017-08-21,Green taxis,manhattan_hub,0.0
2017-08-21,Green taxis,outer_boroughs_ex_airports,14708.0
2017-08-21,Green taxis,total,22683.0
2017-08-21,Juno,airports,0.0
2017-08-21,Juno,manhattan,0.0
2017-08-21,Juno,manhattan_hub,0.0
2017-08-21,Juno,outer_boroughs_ex_airports,0.0
2017-08-21,Juno,total,25481.0
2017-08-21,Lyft,airports,3448.0
2017-08-21,Lyft,manhattan,26979.0
2017-08-21,Lyft,manhattan_hub,19077.0
2017-08-21,Lyft,outer_boroughs_ex_airports,34325.0
2017-08-21,Lyft,total,64768.0
2017-08-21,Non-app FHVs,airports,453.0
2017-08-21,Non-app FHVs,manhattan,2141.0
2017-08-21,Non-app FHVs,manhattan_hub,1588.0
2017-08-21,Non-app FHVs,outer_boroughs_ex_airports,8488.0
2017-08-21,Non-app FHVs,total,81147.0
2017-08-21,Uber,airports,11262.0
2017-08-21,Uber,manhattan,121489.0
2017-08-21,Uber,manhattan_hub,88604.0
2017-08-21,Uber,outer_boroughs_ex_airports,118231.0
2017-08-21,Uber,total,251019.0
2017-08-21,Via,airports,175.0
2017-08-21,Via,manhattan,30741.0
2017-08-21,Via,manhattan_hub,18728.0
2017-08-21,Via,outer_boroughs_ex_airports,1384.0
2017-08-21,Via,total,32333.0
2017-08-21,Yellow taxis,airports,18047.0
2017-08-21,Yellow taxis,manhattan,223137.0
2017-08-21,Yellow taxis,manhattan_hub,160144.0
2017-08-21,Yellow taxis,outer_boroughs_ex_airports,5324.0
2017-08-21,Yellow taxis,total,249906.0
2017-08-22,Gett,airports,0.0
2017-08-22,Gett,manhattan,0.0
2017-08-22,Gett,manhattan_hub,0.0
2017-08-22,Gett,outer_boroughs_ex_airports,0.0
2017-08-22,Gett,total,0.0
2017-08-22,Green taxis,airports,10.0
2017-08-22,Green taxis,manhattan,8467.0
2017-08-22,Green taxis,manhattan_hub,0.0
2017-08-22,Green taxis,outer_boroughs_ex_airports,15995.0
2017-08-22,Green taxis,total,24508.0
2017-08-22,Juno,airports,0.0
2017-08-22,Juno,manhattan,0.0
2017-08-22,Juno,manhattan_hub,0.0
2017-08-22,Juno,outer_boroughs_ex_airports,0.0
2017-08-22,Juno,total,28898.0
2017-08-22,Lyft,airports,3162.0
2017-08-22,Lyft,manhattan,29338.0
2017-08-22,Lyft,manhattan_hub,20965.0
2017-08-22,Lyft,outer_boroughs_ex_airports,35150.0
2017-08-22,Lyft,total,67666.0
2017-08-22,Non-app FHVs,airports,426.0
2017-08-22,Non-app FHVs,manhattan,2588.0
2017-08-22,Non-app FHVs,manhattan_hub,1924.0
2017-08-22,Non-app FHVs,outer_boroughs_ex_airports,8593.0
2017-08-22,Non-app FHVs,total,82998.0
2017-08-22,Uber,airports,9657.0
2017-08-22,Uber,manhattan,139673.0
2017-08-22,Uber,manhattan_hub,102884.0
2017-08-22,Uber,outer_boroughs_ex_airports,123269.0
2017-08-22,Uber,total,272634.0
2017-08-22,Via,airports,144.0
2017-08-22,Via,manhattan,36274.0
2017-08-22,Via,manhattan_hub,21870.0
2017-08-22,Via,outer_boroughs_ex_airports,1548.0
2017-08-22,Via,total,37992.0
2017-08-22,Yellow taxis,airports,16802.0
2017-08-22,Yellow taxis,manhattan,258243.0
2017-08-22,Yellow taxis,manhattan_hub,184747.0
2017-08-22,Yellow taxis,outer_boroughs_ex_airports,5534.0
2017-08-22,Yellow taxis,total,284356.0
2017-08-23,Gett,airports,0.0
2017-08-23,Gett,manhattan,0.0
2017-08-23,Gett,manhattan_hub,0.0
2017-08-23,Gett,outer_boroughs_ex_airports,0.0
2017-08-23,Gett,total,0.0
2017-08-23,Green taxis,airports,10.0
2017-08-23,Green taxis,manhattan,8783.0
2017-08-23,Green taxis,manhattan_hub,0.0
2017-08-23,Green taxis,outer_boroughs_ex_airports,17124.0
2017-08-23,Green taxis,total,25957.0
2017-08-23,Juno,airports,0.0
2017-08-23,Juno,manhattan,0.0
2017-08-23,Juno,manhattan_hub,0.0
2017-08-23,Juno,outer_boroughs_ex_airports,0.0
2017-08-23,Juno,total,29322.0
2017-08-23,Lyft,airports,3527.0
2017-08-23,Lyft,manhattan,30962.0
2017-08-23,Lyft,manhattan_hub,22319.0
2017-08-23,Lyft,outer_boroughs_ex_airports,37575.0
2017-08-23,Lyft,total,72082.0
2017-08-23,Non-app FHVs,airports,545.0
2017-08-23,Non-app FHVs,manhattan,2660.0
2017-08-23,Non-app FHVs,manhattan_hub,2004.0
2017-08-23,Non-app FHVs,outer_boroughs_ex_airports,8662.0
2017-08-23,Non-app FHVs,total,85239.0
2017-08-23,Uber,airports,10605.0
2017-08-23,Uber,manhattan,140154.0
2017-08-23,Uber,manhattan_hub,104529.0
2017-08-23,Uber,outer_boroughs_ex_airports,124634.0
2017-08-23,Uber,total,275430.0
2017-08-23,Via,airports,110.0
2017-08-23,Via,manhattan,35107.0
2017-08-23,Via,manhattan_hub,21298.0
2017-08-23,Via,outer_boroughs_ex_airports,1677.0
2017-08-23,Via,total,36921.0
2017-08-23,Yellow taxis,airports,17688.0
2017-08-23,Yellow taxis,manhattan,257980.0
2017-08-23,Yellow taxis,manhattan_hub,186258.0
2017-08-23,Yellow taxis,outer_boroughs_ex_airports,6110.0
2017-08-23,Yellow taxis,total,285496.0
2017-08-24,Gett,airports,0.0
2017-08-24,Gett,manhattan,0.0
2017-08-24,Gett,manhattan_hub,0.0
2017-08-24,Gett,outer_boroughs_ex_airports,0.0
2017-08-24,Gett,total,0.0
2017-08-24,Green taxis,airports,9.0
2017-08-24,Green taxis,manhattan,9096.0
2017-08-24,Green taxis,manhattan_hub,0.0
2017-08-24,Green taxis,outer_boroughs_ex_airports,17688.0
2017-08-24,Green taxis,total,26844.0
2017-08-24,Juno,airports,0.0
2017-08-24,Juno,manhattan,0.0
2017-08-24,Juno,manhattan_hub,0.0
2017-08-24,Juno,outer_boroughs_ex_airports,0.0
2017-08-24,Juno,total,29218.0
2017-08-24,Lyft,airports,3426.0
2017-08-24,Lyft,manhattan,32572.0
2017-08-24,Lyft,manhattan_hub,23810.0
2017-08-24,Lyft,outer_boroughs_ex_airports,38923.0
2017-08-24,Lyft,total,74941.0
2017-08-24,Non-app FHVs,airports,543.0
2017-08-24,Non-app FHVs,manhattan,2596.0
2017-08-24,Non-app FHVs,manhattan_hub,1928.0
2017-08-24,Non-app FHVs,outer_boroughs_ex_airports,8830.0
2017-08-24,Non-app FHVs,total,85075.0
2017-08-24,Uber,airports,11114.0
2017-08-24,Uber,manhattan,144136.0
2017-08-24,Uber,manhattan_hub,108526.0
2017-08-24,Uber,outer_boroughs_ex_airports,127088.0
2017-08-24,Uber,total,282361.0
2017-08-24,Via,airports,104.0
2017-08-24,Via,manhattan,34277.0
2017-08-24,Via,manhattan_hub,20899.0
2017-08-24,Via,outer_boroughs_ex_airports,1655.0
2017-08-24,Via,total,36059.0
2017-08-24,Yellow taxis,airports,16687.0
2017-08-24,Yellow taxis,manhattan,257107.0
2017-08-24,Yellow taxis,manhattan_hub,187759.0
2017-08-24,Yellow taxis,outer_boroughs_ex_airports,5750.0
2017-08-24,Yellow taxis,total,282979.0
2017-08-25,Gett,airports,0.0
2017-08-25,Gett,manhattan,0.0
2017-08-25,Gett,manhattan_hub,0.0
2017-08-25,Gett,outer_boroughs_ex_airports,0.0
2017-08-25,Gett,total,0.0
2017-08-25,Green taxis,airports,13.0
2017-08-25,Green taxis,manhattan,9552.0
2017-08-25,Green taxis,manhattan_hub,0.0
2017-08-25,Green taxis,outer_boroughs_ex_airports,20228.0
2017-08-25,Green taxis,total,29833.0
2017-08-25,Juno,airports,0.0
2017-08-25,Juno,manhattan,0.0
2017-08-25,Juno,manhattan_hub,0.0
2017-08-25,Juno,outer_boroughs_ex_airports,0.0
2017-08-25,Juno,total,29742.0
2017-08-25,Lyft,airports,3623.0
2017-08-25,Lyft,manhattan,33699.0
2017-08-25,Lyft,manhattan_hub,23919.0
2017-08-25,Lyft,outer_boroughs_ex_airports,45164.0
2017-08-25,Lyft,total,82509.0
2017-08-25,Non-app FHVs,airports,399.0
2017-08-25,Non-app FHVs,manhattan,1829.0
2017-08-25,Non-app FHVs,manhattan_hub,1303.0
2017-08-25,Non-app FHVs,outer_boroughs_ex_airports,9250.0
2017-08-25,Non-app FHVs,total,86577.0
2017-08-25,Uber,airports,11271.0
2017-08-25,Uber,manhattan,148607.0
2017-08-25,Uber,manhattan_hub,108697.0
2017-08-25,Uber,outer_boroughs_ex_airports,149806.0
2017-08-25,Uber,total,309724.0
2017-08-25,Via,airports,117.0
2017-08-25,Via,manhattan,31084.0
2017-08-25,Via,manhattan_hub,18933.0
2017-08-25,Via,outer_boroughs_ex_airports,1741.0
2017-08-25,Via,total,32964.0
2017-08-25,Yellow taxis,airports,15986.0
2017-08-25,Yellow taxis,manhattan,245222.0
2017-08-25,Yellow taxis,manhattan_hub,178639.0
2017-08-25,Yellow taxis,outer_boroughs_ex_airports,6665.0
2017-08-25,Yellow taxis,total,271449.0
2017-08-26,Gett,airports,0.0
2017-08-26,Gett,manhattan,0.0
2017-08-26,Gett,manhattan_hub,0.0
2017-08-26,Gett,outer_boroughs_ex_airports,0.0
2017-08-26,Gett,total,0.0
2017-08-26,Green taxis,airports,4.0
2017-08-26,Green taxis,manhattan,9128.0
2017-08-26,Green taxis,manhattan_hub,0.0
2017-08-26,Green taxis,outer_boroughs_ex_airports,25354.0
2017-08-26,Green taxis,total,34528.0
2017-08-26,Juno,airports,0.0
2017-08-26,Juno,manhattan,0.0
2017-08-26,Juno,manhattan_hub,0.0
2017-08-26,Juno,outer_boroughs_ex_airports,0.0
2017-08-26,Juno,total,34281.0
2017-08-26,Lyft,airports,2333.0
2017-08-26,Lyft,manhattan,36855.0
2017-08-26,Lyft,manhattan_hub,26083.0
2017-08-26,Lyft,outer_boroughs_ex_airports,58655.0
2017-08-26,Lyft,total,97881.0
2017-08-26,Non-app FHVs,airports,297.0
2017-08-26,Non-app FHVs,manhattan,736.0
2017-08-26,Non-app FHVs,manhattan_hub,453.0
2017-08-26,Non-app FHVs,outer_boroughs_ex_airports,8353.0
2017-08-26,Non-app FHVs,total,76212.0
2017-08-26,Uber,airports,7713.0
2017-08-26,Uber,manhattan,155396.0
2017-08-26,Uber,manhattan_hub,113007.0
2017-08-26,Uber,outer_boroughs_ex_airports,188677.0
2017-08-26,Uber,total,351846.0
2017-08-26,Via,airports,122.0
2017-08-26,Via,manhattan,21471.0
2017-08-26,Via,manhattan_hub,13329.0
2017-08-26,Via,outer_boroughs_ex_airports,1922.0
2017-08-26,Via,total,23540.0
2017-08-26,Yellow taxis,airports,12089.0
2017-08-26,Yellow taxis,manhattan,225476.0
2017-08-26,Yellow taxis,manhattan_hub,168258.0
2017-08-26,Yellow taxis,outer_boroughs_ex_airports,8819.0
2017-08-26,Yellow taxis,total,249491.0
2017-08-27,Gett,airports,0.0
2017-08-27,Gett,manhattan,0.0
2017-08-27,Gett,manhattan_hub,0.0
2017-08-27,Gett,outer_boroughs_ex_airports,0.0
2017-08-27,Gett,total,0.0
2017-08-27,Green taxis,airports,6.0
2017-08-27,Green taxis,manhattan,7337.0
2017-08-27,Green taxis,manhattan_hub,0.0
2017-08-27,Green taxis,outer_boroughs_ex_airports,21720.0
2017-08-27,Green taxis,total,29104.0
2017-08-27,Juno,airports,0.0
2017-08-27,Juno,manhattan,0.0
2017-08-27,Juno,manhattan_hub,0.0
2017-08-27,Juno,outer_boroughs_ex_airports,0.0
2017-08-27,Juno,total,33716.0
2017-08-27,Lyft,airports,3581.0
2017-08-27,Lyft,manhattan,33859.0
2017-08-27,Lyft,manhattan_hub,23568.0
2017-08-27,Lyft,outer_boroughs_ex_airports,51495.0
2017-08-27,Lyft,total,88951.0
2017-08-27,Non-app FHVs,airports,379.0
2017-08-27,Non-app FHVs,manhattan,614.0
2017-08-27,Non-app FHVs,manhattan_hub,371.0
2017-08-27,Non-app FHVs,outer_boroughs_ex_airports,6835.0
2017-08-27,Non-app FHVs,total,69304.0
2017-08-27,Uber,airports,12017.0
2017-08-27,Uber,manhattan,136508.0
2017-08-27,Uber,manhattan_hub,98113.0
2017-08-27,Uber,outer_boroughs_ex_airports,167083.0
2017-08-27,Uber,total,315667.0
2017-08-27,Via,airports,218.0
2017-08-27,Via,manhattan,18738.0
2017-08-27,Via,manhattan_hub,11726.0
2017-08-27,Via,outer_boroughs_ex_airports,1626.0
2017-08-27,Via,total,20625.0
2017-08-27,Yellow taxis,airports,17232.0
2017-08-27,Yellow taxis,manhattan,205495.0
2017-08-27,Yellow taxis,manhattan_hub,154131.0
2017-08-27,Yellow taxis,outer_boroughs_ex_airports,9460.0
2017-08-27,Yellow taxis,total,235503.0
2017-08-28,Gett,airports,0.0
2017-08-28,Gett,manhattan,0.0
2017-08-28,Gett,manhattan_hub,0.0
2017-08-28,Gett,outer_boroughs_ex_airports,0.0
2017-08-28,Gett,total,0.0
2017-08-28,Green taxis,airports,11.0
2017-08-28,Green taxis,manhattan,7946.0
2017-08-28,Green taxis,manhattan_hub,0.0
2017-08-28,Green taxis,outer_boroughs_ex_airports,15109.0
2017-08-28,Green taxis,total,23113.0
2017-08-28,Juno,airports,0.0
2017-08-28,Juno,manhattan,0.0
2017-08-28,Juno,manhattan_hub,0.0
2017-08-28,Juno,outer_boroughs_ex_airports,0.0
2017-08-28,Juno,total,24617.0
2017-08-28,Lyft,airports,3762.0
2017-08-28,Lyft,manhattan,25934.0
2017-08-28,Lyft,manhattan_hub,18057.0
2017-08-28,Lyft,outer_boroughs_ex_airports,34882.0
2017-08-28,Lyft,total,64605.0
2017-08-28,Non-app FHVs,airports,466.0
2017-08-28,Non-app FHVs,manhattan,1912.0
2017-08-28,Non-app FHVs,manhattan_hub,1362.0
2017-08-28,Non-app FHVs,outer_boroughs_ex_airports,8531.0
2017-08-28,Non-app FHVs,total,81028.0
2017-08-28,Uber,airports,11506.0
2017-08-28,Uber,manhattan,112681.0
2017-08-28,Uber,manhattan_hub,81050.0
2017-08-28,Uber,outer_boroughs_ex_airports,117755.0
2017-08-28,Uber,total,241983.0
2017-08-28,Via,airports,177.0
2017-08-28,Via,manhattan,28485.0
2017-08-28,Via,manhattan_hub,16974.0
2017-08-28,Via,outer_boroughs_ex_airports,1398.0
2017-08-28,Via,total,30109.0
2017-08-28,Yellow taxis,airports,18194.0
2017-08-28,Yellow taxis,manhattan,204940.0
2017-08-28,Yellow taxis,manhattan_hub,145083.0
2017-08-28,Yellow taxis,outer_boroughs_ex_airports,5146.0
2017-08-28,Yellow taxis,total,231141.0
2017-08-29,Gett,airports,0.0
2017-08-29,Gett,manhattan,0.0
2017-08-29,Gett,manhattan_hub,0.0
2017-08-29,Gett,outer_boroughs_ex_airports,0.0
2017-08-29,Gett,total,0.0
2017-08-29,Green taxis,airports,6.0
2017-08-29,Green taxis,manhattan,8697.0
2017-08-29,Green taxis,manhattan_hub,0.0
2017-08-29,Green taxis,outer_boroughs_ex_airports,17610.0
2017-08-29,Green taxis,total,26394.0
2017-08-29,Juno,airports,0.0
2017-08-29,Juno,manhattan,0.0
2017-08-29,Juno,manhattan_hub,0.0
2017-08-29,Juno,outer_boroughs_ex_airports,0.0
2017-08-29,Juno,total,30514.0
2017-08-29,Lyft,airports,2976.0
2017-08-29,Lyft,manhattan,31697.0
2017-08-29,Lyft,manhattan_hub,22599.0
2017-08-29,Lyft,outer_boroughs_ex_airports,38712.0
2017-08-29,Lyft,total,73434.0
2017-08-29,Non-app FHVs,airports,468.0
2017-08-29,Non-app FHVs,manhattan,2371.0
2017-08-29,Non-app FHVs,manhattan_hub,1778.0
2017-08-29,Non-app FHVs,outer_boroughs_ex_airports,8633.0
2017-08-29,Non-app FHVs,total,83560.0
2017-08-29,Uber,airports,9437.0
2017-08-29,Uber,manhattan,147582.0
2017-08-29,Uber,manhattan_hub,109755.0
2017-08-29,Uber,outer_boroughs_ex_airports,131984.0
2017-08-29,Uber,total,289094.0
2017-08-29,Via,airports,99.0
2017-08-29,Via,manhattan,33464.0
2017-08-29,Via,manhattan_hub,20275.0
2017-08-29,Via,outer_boroughs_ex_airports,1599.0
2017-08-29,Via,total,35191.0
2017-08-29,Yellow taxis,airports,16298.0
2017-08-29,Yellow taxis,manhattan,253144.0
2017-08-29,Yellow taxis,manhattan_hub,179965.0
2017-08-29,Yellow taxis,outer_boroughs_ex_airports,5465.0
2017-08-29,Yellow taxis,total,278267.0
2017-08-30,Gett,airports,0.0
2017-08-30,Gett,manhattan,0.0
2017-08-30,Gett,manhattan_hub,0.0
2017-08-30,Gett,outer_boroughs_ex_airports,0.0
2017-08-30,Gett,total,0.0
2017-08-30,Green taxis,airports,10.0
2017-08-30,Green taxis,manhattan,8388.0
2017-08-30,Green taxis,manhattan_hub,0.0
2017-08-30,Green taxis,outer_boroughs_ex_airports,16845.0
2017-08-30,Green taxis,total,25299.0
2017-08-30,Juno,airports,0.0
2017-08-30,Juno,manhattan,0.0
2017-08-30,Juno,manhattan_hub,0.0
2017-08-30,Juno,outer_boroughs_ex_airports,0.0
2017-08-30,Juno,total,27674.0
2017-08-30,Lyft,airports,2921.0
2017-08-30,Lyft,manhattan,29387.0
2017-08-30,Lyft,manhattan_hub,20963.0
